#Data from https://github.com/ntveem/sterile-dm/blob/master/data/tables/ChiTable_alltemp.dat
#T(MeV) Chi2B                   Chi2Q                   Chi11QB 
100.    0.002633943346870834    0.18189793693622966     0.0009900491427859391
105.    0.004147389720346858    0.19474753473064735     0.0015131745932384735
110.    0.006334396969811632    0.20861576737725032     0.0022395829752705904
115.    0.00926534208162635     0.22372577755203904     0.0032089707533666826
120.    0.013429982658287527    0.24038706366905688     0.004484865427743455
125.    0.01890846543467351     0.2588670020640439      0.006199540906829708
130.    0.027                   0.2795151016479106      0.008186454430473548
135.    0.03984812608385703     0.30331669209037787     0.01038797211765903
140.    0.055                   0.32863168745075466     0.01260964123940711
145.    0.0704375               0.3546209383085937      0.014674883053214724
150.    0.087                   0.3798669647728844      0.016472441718637987
155.    0.10525                 0.40238985295160756     0.01779205300681656
160.    0.124                   0.42303775542734146     0.018754163340496732
165.    0.1421875               0.44197470064948424     0.01939848130999287
170.    0.16                    0.4592731471255571      0.019756956183740404
175.    0.17775000000000002     0.4750304842878965      0.019888527676252894
180.    0.194                   0.4893359478114544      0.019751933039610314
185.    0.2070625               0.502282983550287       0.01926698781001824
190.    0.218                   0.5139563503994182      0.01860939684961344
195.    0.22720535714285714     0.5244452840338014      0.01795490467954101
200.    0.235                   0.5338297999677051      0.017223207858981546
205.    0.2417142857142857      0.542194657096152       0.01638070804481761
210.    0.2477142857142857      0.549614860951833       0.015463034465088392
215.    0.2536556919642857      0.5562109980840357      0.014491416404300031
220.    0.259                   0.5619310843379928      0.01347545534993429
225.    0.26329520089285713     0.5667003731017863      0.012435824497593763
230.    0.2669375               0.570707738296155       0.01136053800742209
235.    0.2701484375            0.5740957903309527      0.010290764512959485
240.    0.273                   0.5769285731269143      0.009087713789618828
245.    0.2756181031920791      0.579305592968952       0.0074355686137788195
250.    0.2780625               0.5812630731743874      0.005906578616082231
255.    0.28053840016846837     0.5828436182601562      0.005020403104763577
260.    0.28273534892673485     0.5841275909123282      0.0046189958234263305
265.    0.28429262522664617     0.5851543569841333      0.004811332456424432
270.    0.28556623764511996     0.5860895114910276      0.0053160064897409915
275.    0.2867979283263641      0.587076392729632       0.005868537416837293
280.    0.2879697755203544      0.5882211367096815      0.006527122899632751
285.    0.2891671343797777      0.5896989539952907      0.007261423381449746
290.    0.290321916340709       0.5914459592199425      0.008072570011540669
295.    0.29138179650615414     0.5934287023641578      0.00895241530549567
300.    0.29238483902800705     0.5957310879509365      0.009898455607623842
