5.0 0.0 0.035 -0.035 0.0
# T[GeV] y Γ_s[GeV] Γ̄_s[GeV] s[GeV^3] H[GeV] P[GeV^4] dtdT[GeV^-2] Va[GeV] Vabar[GeV]
1.1102338195e-01 1.2627e+01 6.595e-11 8.756e-11 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.528e-09 -6.534e-09
1.1102338195e-01 1.2788e+01 6.658e-11 8.830e-11 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.528e-09 -6.534e-09
1.1102338195e-01 1.2948e+01 6.737e-11 8.927e-11 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.528e-09 -6.534e-09
1.1102338195e-01 1.3109e+01 6.818e-11 9.023e-11 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.528e-09 -6.534e-09
1.1102338195e-01 1.3270e+01 6.897e-11 9.121e-11 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.528e-09 -6.534e-09
1.1102338195e-01 1.3430e+01 6.995e-11 9.243e-11 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.528e-09 -6.534e-09
1.1102338195e-01 1.3591e+01 7.082e-11 9.345e-11 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.528e-09 -6.534e-09
1.1102338195e-01 1.3752e+01 7.144e-11 9.417e-11 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.528e-09 -6.534e-09
1.1102338195e-01 1.3912e+01 7.219e-11 9.509e-11 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.528e-09 -6.535e-09
1.1102338195e-01 1.4073e+01 7.303e-11 9.610e-11 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.528e-09 -6.535e-09
1.1102338195e-01 1.4233e+01 7.379e-11 9.704e-11 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.527e-09 -6.535e-09
1.1102338195e-01 1.4394e+01 7.472e-11 9.820e-11 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.527e-09 -6.535e-09
1.1102338195e-01 1.4555e+01 7.566e-11 9.934e-11 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.527e-09 -6.535e-09
1.1102338195e-01 1.4715e+01 7.627e-11 1.000e-10 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.527e-09 -6.535e-09
1.1102338195e-01 1.4876e+01 7.700e-11 1.009e-10 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.527e-09 -6.535e-09
1.1102338195e-01 1.5036e+01 7.785e-11 1.020e-10 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.527e-09 -6.535e-09
1.1102338195e-01 1.5197e+01 7.860e-11 1.029e-10 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.527e-09 -6.535e-09
1.1102338195e-01 1.5358e+01 7.947e-11 1.040e-10 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.527e-09 -6.535e-09
1.1102338195e-01 1.5518e+01 8.049e-11 1.052e-10 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.527e-09 -6.535e-09
1.1102338195e-01 1.5679e+01 8.110e-11 1.059e-10 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.527e-09 -6.535e-09
1.1102338195e-01 1.5839e+01 8.179e-11 1.068e-10 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.527e-09 -6.535e-09
1.1102338195e-01 1.6000e+01 8.263e-11 1.078e-10 1.140e-02 7.556e-21 2.487e-04 -1.379e+21 6.527e-09 -6.535e-09
1.1410223785e-01 1.0000e-01 3.418e-13 6.554e-13 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.206e-09 -7.206e-09
1.1410223785e-01 2.6061e-01 9.163e-13 1.580e-12 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.206e-09 -7.206e-09
1.1410223785e-01 4.2121e-01 1.613e-12 2.671e-12 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.206e-09 -7.206e-09
1.1410223785e-01 5.8182e-01 2.251e-12 3.573e-12 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.206e-09 -7.206e-09
1.1410223785e-01 7.4242e-01 2.824e-12 4.385e-12 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.206e-09 -7.206e-09
1.1410223785e-01 9.0303e-01 3.564e-12 5.463e-12 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.206e-09 -7.206e-09
1.1410223785e-01 1.0636e+00 4.390e-12 6.639e-12 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.206e-09 -7.206e-09
1.1410223785e-01 1.2242e+00 5.208e-12 7.841e-12 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.206e-09 -7.206e-09
1.1410223785e-01 1.3848e+00 6.206e-12 9.366e-12 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.206e-09 -7.206e-09
1.1410223785e-01 1.5455e+00 7.290e-12 1.100e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.206e-09 -7.206e-09
1.1410223785e-01 1.7061e+00 8.119e-12 1.233e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.206e-09
1.1410223785e-01 1.8667e+00 9.115e-12 1.398e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 2.0273e+00 1.030e-11 1.592e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 2.1879e+00 1.141e-11 1.778e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 2.3485e+00 1.267e-11 1.989e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 2.5091e+00 1.411e-11 2.222e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 2.6697e+00 1.511e-11 2.389e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 2.8303e+00 1.617e-11 2.567e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 2.9909e+00 1.742e-11 2.767e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 3.1515e+00 1.855e-11 2.947e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 3.3121e+00 1.976e-11 3.137e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 3.4727e+00 2.115e-11 3.346e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 3.6333e+00 2.221e-11 3.501e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 3.7939e+00 2.315e-11 3.641e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 3.9545e+00 2.427e-11 3.803e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 4.1152e+00 2.535e-11 3.954e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 4.2758e+00 2.642e-11 4.104e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 4.4364e+00 2.768e-11 4.277e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 4.5970e+00 2.878e-11 4.419e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 4.7576e+00 2.960e-11 4.526e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 4.9182e+00 3.057e-11 4.653e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 5.0788e+00 3.162e-11 4.785e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.205e-09 -7.207e-09
1.1410223785e-01 5.2394e+00 3.258e-11 4.908e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.207e-09
1.1410223785e-01 5.4000e+00 3.372e-11 5.055e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 5.5606e+00 3.487e-11 5.194e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 5.7212e+00 3.563e-11 5.282e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 5.8818e+00 3.650e-11 5.389e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 6.0424e+00 3.751e-11 5.510e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 6.2030e+00 3.842e-11 5.618e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 6.3636e+00 3.946e-11 5.748e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 6.5242e+00 4.067e-11 5.892e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 6.6848e+00 4.140e-11 5.973e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 6.8455e+00 4.221e-11 6.067e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 7.0061e+00 4.320e-11 6.185e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 7.1667e+00 4.407e-11 6.285e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 7.3273e+00 4.506e-11 6.404e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 7.4879e+00 4.625e-11 6.549e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 7.6485e+00 4.704e-11 6.635e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 7.8091e+00 4.779e-11 6.720e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 7.9697e+00 4.875e-11 6.833e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 8.1303e+00 4.964e-11 6.936e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 8.2909e+00 5.058e-11 7.048e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 8.4515e+00 5.171e-11 7.188e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 8.6121e+00 5.263e-11 7.290e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.204e-09 -7.208e-09
1.1410223785e-01 8.7727e+00 5.334e-11 7.370e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.208e-09
1.1410223785e-01 8.9333e+00 5.424e-11 7.476e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 9.0939e+00 5.516e-11 7.584e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 9.2545e+00 5.606e-11 7.691e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 9.4152e+00 5.714e-11 7.825e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 9.5758e+00 5.820e-11 7.946e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 9.7364e+00 5.890e-11 8.025e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 9.8970e+00 5.974e-11 8.125e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 1.0058e+01 6.069e-11 8.237e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 1.0218e+01 6.156e-11 8.341e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 1.0379e+01 6.260e-11 8.470e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 1.0539e+01 6.373e-11 8.604e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 1.0700e+01 6.444e-11 8.684e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 1.0861e+01 6.524e-11 8.779e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 1.1021e+01 6.621e-11 8.896e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 1.1182e+01 6.707e-11 8.998e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 1.1342e+01 6.808e-11 9.123e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 1.1503e+01 6.929e-11 9.272e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 1.1664e+01 7.003e-11 9.354e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 1.1824e+01 7.080e-11 9.446e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 1.1985e+01 7.175e-11 9.562e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.203e-09 -7.209e-09
1.1410223785e-01 1.2145e+01 7.263e-11 9.667e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.209e-09
1.1410223785e-01 1.2306e+01 7.359e-11 9.785e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.2467e+01 7.476e-11 9.932e-11 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.2627e+01 7.562e-11 1.003e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.2788e+01 7.635e-11 1.012e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.2948e+01 7.728e-11 1.023e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.3109e+01 7.820e-11 1.034e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.3270e+01 7.912e-11 1.045e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.3430e+01 8.024e-11 1.060e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.3591e+01 8.125e-11 1.071e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.3752e+01 8.197e-11 1.080e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.3912e+01 8.284e-11 1.091e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.4073e+01 8.381e-11 1.102e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.4233e+01 8.469e-11 1.113e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.4394e+01 8.576e-11 1.127e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.4555e+01 8.685e-11 1.140e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.4715e+01 8.756e-11 1.148e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.4876e+01 8.841e-11 1.159e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.5036e+01 8.938e-11 1.171e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.5197e+01 9.026e-11 1.181e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.5358e+01 9.127e-11 1.194e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.5518e+01 9.245e-11 1.209e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.202e-09 -7.210e-09
1.1410223785e-01 1.5679e+01 9.315e-11 1.217e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.201e-09 -7.210e-09
1.1410223785e-01 1.5839e+01 9.395e-11 1.227e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.201e-09 -7.211e-09
1.1410223785e-01 1.6000e+01 9.493e-11 1.239e-10 1.257e-02 8.053e-21 2.796e-04 -1.277e+21 7.201e-09 -7.211e-09
1.1726647535e-01 1.0000e-01 3.893e-13 7.484e-13 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.961e-09 -7.961e-09
1.1726647535e-01 2.6061e-01 1.053e-12 1.821e-12 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.961e-09 -7.961e-09
1.1726647535e-01 4.2121e-01 1.855e-12 3.085e-12 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.961e-09 -7.961e-09
1.1726647535e-01 5.8182e-01 2.588e-12 4.127e-12 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.961e-09 -7.961e-09
1.1726647535e-01 7.4242e-01 3.245e-12 5.065e-12 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.961e-09 -7.961e-09
1.1726647535e-01 9.0303e-01 4.100e-12 6.319e-12 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.961e-09 -7.961e-09
1.1726647535e-01 1.0636e+00 5.056e-12 7.699e-12 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.961e-09 -7.962e-09
1.1726647535e-01 1.2242e+00 6.008e-12 9.127e-12 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.961e-09 -7.962e-09
1.1726647535e-01 1.3848e+00 7.176e-12 1.095e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.961e-09 -7.962e-09
1.1726647535e-01 1.5455e+00 8.447e-12 1.293e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.961e-09 -7.962e-09
1.1726647535e-01 1.7061e+00 9.419e-12 1.453e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.961e-09 -7.962e-09
1.1726647535e-01 1.8667e+00 1.059e-11 1.651e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.961e-09 -7.962e-09
1.1726647535e-01 2.0273e+00 1.197e-11 1.881e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.961e-09 -7.962e-09
1.1726647535e-01 2.1879e+00 1.324e-11 2.099e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.960e-09 -7.962e-09
1.1726647535e-01 2.3485e+00 1.470e-11 2.344e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.960e-09 -7.962e-09
1.1726647535e-01 2.5091e+00 1.635e-11 2.613e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.960e-09 -7.962e-09
1.1726647535e-01 2.6697e+00 1.749e-11 2.802e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.960e-09 -7.962e-09
1.1726647535e-01 2.8303e+00 1.869e-11 3.003e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.960e-09 -7.962e-09
1.1726647535e-01 2.9909e+00 2.011e-11 3.229e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.960e-09 -7.962e-09
1.1726647535e-01 3.1515e+00 2.139e-11 3.429e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.960e-09 -7.962e-09
1.1726647535e-01 3.3121e+00 2.276e-11 3.641e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.960e-09 -7.962e-09
1.1726647535e-01 3.4727e+00 2.434e-11 3.875e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.960e-09 -7.962e-09
1.1726647535e-01 3.6333e+00 2.553e-11 4.045e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.960e-09 -7.962e-09
1.1726647535e-01 3.7939e+00 2.658e-11 4.199e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.960e-09 -7.962e-09
1.1726647535e-01 3.9545e+00 2.784e-11 4.378e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.960e-09 -7.962e-09
1.1726647535e-01 4.1152e+00 2.906e-11 4.543e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.960e-09 -7.963e-09
1.1726647535e-01 4.2758e+00 3.027e-11 4.709e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.960e-09 -7.963e-09
1.1726647535e-01 4.4364e+00 3.170e-11 4.903e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.960e-09 -7.963e-09
1.1726647535e-01 4.5970e+00 3.293e-11 5.058e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.960e-09 -7.963e-09
1.1726647535e-01 4.7576e+00 3.386e-11 5.175e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.960e-09 -7.963e-09
1.1726647535e-01 4.9182e+00 3.496e-11 5.317e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.960e-09 -7.963e-09
1.1726647535e-01 5.0788e+00 3.615e-11 5.463e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.959e-09 -7.963e-09
1.1726647535e-01 5.2394e+00 3.724e-11 5.600e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.959e-09 -7.963e-09
1.1726647535e-01 5.4000e+00 3.854e-11 5.765e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.959e-09 -7.963e-09
1.1726647535e-01 5.5606e+00 3.985e-11 5.922e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.959e-09 -7.963e-09
1.1726647535e-01 5.7212e+00 4.070e-11 6.019e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.959e-09 -7.963e-09
1.1726647535e-01 5.8818e+00 4.169e-11 6.139e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.959e-09 -7.963e-09
1.1726647535e-01 6.0424e+00 4.285e-11 6.277e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.959e-09 -7.963e-09
1.1726647535e-01 6.2030e+00 4.388e-11 6.399e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.959e-09 -7.963e-09
1.1726647535e-01 6.3636e+00 4.508e-11 6.545e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.959e-09 -7.963e-09
1.1726647535e-01 6.5242e+00 4.646e-11 6.711e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.959e-09 -7.963e-09
1.1726647535e-01 6.6848e+00 4.729e-11 6.802e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.959e-09 -7.963e-09
1.1726647535e-01 6.8455e+00 4.821e-11 6.908e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.959e-09 -7.963e-09
1.1726647535e-01 7.0061e+00 4.936e-11 7.044e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.959e-09 -7.963e-09
1.1726647535e-01 7.1667e+00 5.034e-11 7.157e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.959e-09 -7.964e-09
1.1726647535e-01 7.3273e+00 5.148e-11 7.295e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.959e-09 -7.964e-09
1.1726647535e-01 7.4879e+00 5.286e-11 7.462e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.959e-09 -7.964e-09
1.1726647535e-01 7.6485e+00 5.376e-11 7.560e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.959e-09 -7.964e-09
1.1726647535e-01 7.8091e+00 5.462e-11 7.658e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.959e-09 -7.964e-09
1.1726647535e-01 7.9697e+00 5.573e-11 7.790e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.959e-09 -7.964e-09
1.1726647535e-01 8.1303e+00 5.675e-11 7.907e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.958e-09 -7.964e-09
1.1726647535e-01 8.2909e+00 5.783e-11 8.037e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.958e-09 -7.964e-09
1.1726647535e-01 8.4515e+00 5.915e-11 8.199e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.958e-09 -7.964e-09
1.1726647535e-01 8.6121e+00 6.020e-11 8.317e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.958e-09 -7.964e-09
1.1726647535e-01 8.7727e+00 6.102e-11 8.410e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.958e-09 -7.964e-09
1.1726647535e-01 8.9333e+00 6.205e-11 8.534e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.958e-09 -7.964e-09
1.1726647535e-01 9.0939e+00 6.312e-11 8.658e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.958e-09 -7.964e-09
1.1726647535e-01 9.2545e+00 6.415e-11 8.782e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.958e-09 -7.964e-09
1.1726647535e-01 9.4152e+00 6.540e-11 8.938e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.958e-09 -7.964e-09
1.1726647535e-01 9.5758e+00 6.662e-11 9.078e-11 1.389e-02 8.590e-21 3.143e-04 -1.184e+21 7.958e-09 -7.964e-09
