5.0 0.0 0.035 -0.035 0.0
# T[GeV] y Γ_s[GeV] Γ̄_s[GeV] s[GeV^3] H[GeV] P[GeV^4] dtdT[GeV^-2] Va[GeV] Vabar[GeV]
4.8725904154e-01 1.0636e+00 1.690e-08 4.515e-08 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.888e-06 -1.890e-06
4.8725904154e-01 1.2242e+00 2.027e-08 5.291e-08 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.888e-06 -1.890e-06
4.8725904154e-01 1.3848e+00 2.416e-08 6.226e-08 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.888e-06 -1.890e-06
4.8725904154e-01 1.5455e+00 2.820e-08 7.178e-08 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.888e-06 -1.890e-06
4.8725904154e-01 1.7061e+00 3.202e-08 7.870e-08 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.888e-06 -1.890e-06
4.8725904154e-01 1.8667e+00 3.613e-08 8.707e-08 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.888e-06 -1.891e-06
4.8725904154e-01 2.0273e+00 4.067e-08 9.665e-08 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.887e-06 -1.891e-06
4.8725904154e-01 2.1879e+00 4.522e-08 1.054e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.887e-06 -1.891e-06
4.8725904154e-01 2.3485e+00 5.034e-08 1.157e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.887e-06 -1.891e-06
4.8725904154e-01 2.5091e+00 5.603e-08 1.276e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.887e-06 -1.891e-06
4.8725904154e-01 2.6697e+00 6.034e-08 1.347e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.887e-06 -1.891e-06
4.8725904154e-01 2.8303e+00 6.538e-08 1.436e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.887e-06 -1.891e-06
4.8725904154e-01 2.9909e+00 7.089e-08 1.542e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.887e-06 -1.891e-06
4.8725904154e-01 3.1515e+00 7.604e-08 1.632e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.887e-06 -1.892e-06
4.8725904154e-01 3.3121e+00 8.188e-08 1.737e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.886e-06 -1.892e-06
4.8725904154e-01 3.4727e+00 8.823e-08 1.860e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.886e-06 -1.892e-06
4.8725904154e-01 3.6333e+00 9.314e-08 1.942e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.886e-06 -1.892e-06
4.8725904154e-01 3.7939e+00 9.865e-08 2.033e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.886e-06 -1.892e-06
4.8725904154e-01 3.9545e+00 1.045e-07 2.140e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.886e-06 -1.892e-06
4.8725904154e-01 4.1152e+00 1.098e-07 2.230e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.886e-06 -1.892e-06
4.8725904154e-01 4.2758e+00 1.160e-07 2.335e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.886e-06 -1.892e-06
4.8725904154e-01 4.4364e+00 1.225e-07 2.456e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.886e-06 -1.893e-06
4.8725904154e-01 4.5970e+00 1.279e-07 2.550e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.885e-06 -1.893e-06
4.8725904154e-01 4.7576e+00 1.336e-07 2.642e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.885e-06 -1.893e-06
4.8725904154e-01 4.9182e+00 1.394e-07 2.744e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.885e-06 -1.893e-06
4.8725904154e-01 5.0788e+00 1.450e-07 2.839e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.885e-06 -1.893e-06
4.8725904154e-01 5.2394e+00 1.512e-07 2.941e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.885e-06 -1.893e-06
4.8725904154e-01 5.4000e+00 1.577e-07 3.059e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.885e-06 -1.893e-06
4.8725904154e-01 5.5606e+00 1.637e-07 3.168e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.885e-06 -1.893e-06
4.8725904154e-01 5.7212e+00 1.691e-07 3.255e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.885e-06 -1.894e-06
4.8725904154e-01 5.8818e+00 1.749e-07 3.353e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.884e-06 -1.894e-06
4.8725904154e-01 6.0424e+00 1.808e-07 3.454e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.884e-06 -1.894e-06
4.8725904154e-01 6.2030e+00 1.866e-07 3.551e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.884e-06 -1.894e-06
4.8725904154e-01 6.3636e+00 1.930e-07 3.665e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.884e-06 -1.894e-06
4.8725904154e-01 6.5242e+00 1.996e-07 3.788e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.884e-06 -1.894e-06
4.8725904154e-01 6.6848e+00 2.047e-07 3.870e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.884e-06 -1.894e-06
4.8725904154e-01 6.8455e+00 2.105e-07 3.965e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.884e-06 -1.894e-06
4.8725904154e-01 7.0061e+00 2.165e-07 4.070e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.884e-06 -1.895e-06
4.8725904154e-01 7.1667e+00 2.220e-07 4.163e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.883e-06 -1.895e-06
4.8725904154e-01 7.3273e+00 2.283e-07 4.274e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.883e-06 -1.895e-06
4.8725904154e-01 7.4879e+00 2.351e-07 4.401e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.883e-06 -1.895e-06
4.8725904154e-01 7.6485e+00 2.401e-07 4.485e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.883e-06 -1.895e-06
4.8725904154e-01 7.8091e+00 2.459e-07 4.579e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.883e-06 -1.895e-06
4.8725904154e-01 7.9697e+00 2.518e-07 4.680e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.883e-06 -1.895e-06
4.8725904154e-01 8.1303e+00 2.571e-07 4.774e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.883e-06 -1.895e-06
4.8725904154e-01 8.2909e+00 2.635e-07 4.883e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.883e-06 -1.896e-06
4.8725904154e-01 8.4515e+00 2.702e-07 5.006e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.882e-06 -1.896e-06
4.8725904154e-01 8.6121e+00 2.753e-07 5.101e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.882e-06 -1.896e-06
4.8725904154e-01 8.7727e+00 2.812e-07 5.193e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.882e-06 -1.896e-06
4.8725904154e-01 8.9333e+00 2.870e-07 5.291e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.882e-06 -1.896e-06
4.8725904154e-01 9.0939e+00 2.924e-07 5.388e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.882e-06 -1.896e-06
4.8725904154e-01 9.2545e+00 2.986e-07 5.494e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.882e-06 -1.896e-06
4.8725904154e-01 9.4152e+00 3.051e-07 5.612e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.882e-06 -1.897e-06
4.8725904154e-01 9.5758e+00 3.108e-07 5.720e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.882e-06 -1.897e-06
4.8725904154e-01 9.7364e+00 3.163e-07 5.809e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.881e-06 -1.897e-06
4.8725904154e-01 9.8970e+00 3.221e-07 5.903e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.881e-06 -1.897e-06
4.8725904154e-01 1.0058e+01 3.277e-07 6.004e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.881e-06 -1.897e-06
4.8725904154e-01 1.0218e+01 3.336e-07 6.106e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.881e-06 -1.897e-06
4.8725904154e-01 1.0379e+01 3.400e-07 6.220e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.881e-06 -1.897e-06
4.8725904154e-01 1.0539e+01 3.463e-07 6.340e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.881e-06 -1.897e-06
4.8725904154e-01 1.0700e+01 3.514e-07 6.425e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.881e-06 -1.898e-06
4.8725904154e-01 1.0861e+01 3.571e-07 6.516e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.880e-06 -1.898e-06
4.8725904154e-01 1.1021e+01 3.630e-07 6.622e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.880e-06 -1.898e-06
4.8725904154e-01 1.1182e+01 3.686e-07 6.718e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.880e-06 -1.898e-06
4.8725904154e-01 1.1342e+01 3.748e-07 6.828e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.880e-06 -1.898e-06
4.8725904154e-01 1.1503e+01 3.816e-07 6.961e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.880e-06 -1.898e-06
4.8725904154e-01 1.1664e+01 3.864e-07 7.042e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.880e-06 -1.898e-06
4.8725904154e-01 1.1824e+01 3.921e-07 7.130e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.880e-06 -1.898e-06
4.8725904154e-01 1.1985e+01 3.980e-07 7.236e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.880e-06 -1.899e-06
4.8725904154e-01 1.2145e+01 4.033e-07 7.330e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.879e-06 -1.899e-06
4.8725904154e-01 1.2306e+01 4.096e-07 7.438e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.879e-06 -1.899e-06
4.8725904154e-01 1.2467e+01 4.163e-07 7.565e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.879e-06 -1.899e-06
4.8725904154e-01 1.2627e+01 4.212e-07 7.657e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.879e-06 -1.899e-06
4.8725904154e-01 1.2788e+01 4.270e-07 7.744e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.879e-06 -1.899e-06
4.8725904154e-01 1.2948e+01 4.328e-07 7.846e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.879e-06 -1.899e-06
4.8725904154e-01 1.3109e+01 4.380e-07 7.942e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.879e-06 -1.899e-06
4.8725904154e-01 1.3270e+01 4.443e-07 8.048e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.879e-06 -1.900e-06
4.8725904154e-01 1.3430e+01 4.508e-07 8.170e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.878e-06 -1.900e-06
4.8725904154e-01 1.3591e+01 4.561e-07 8.273e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.878e-06 -1.900e-06
4.8725904154e-01 1.3752e+01 4.618e-07 8.359e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.878e-06 -1.900e-06
4.8725904154e-01 1.3912e+01 4.675e-07 8.456e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.878e-06 -1.900e-06
4.8725904154e-01 1.4073e+01 4.729e-07 8.555e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.878e-06 -1.900e-06
4.8725904154e-01 1.4233e+01 4.790e-07 8.657e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.878e-06 -1.900e-06
4.8725904154e-01 1.4394e+01 4.853e-07 8.774e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.878e-06 -1.900e-06
4.8725904154e-01 1.4555e+01 4.912e-07 8.889e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.878e-06 -1.901e-06
4.8725904154e-01 1.4715e+01 4.965e-07 8.971e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.877e-06 -1.901e-06
4.8725904154e-01 1.4876e+01 5.021e-07 9.064e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.877e-06 -1.901e-06
4.8725904154e-01 1.5036e+01 5.077e-07 9.167e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.877e-06 -1.901e-06
4.8725904154e-01 1.5197e+01 5.134e-07 9.262e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.877e-06 -1.901e-06
4.8725904154e-01 1.5358e+01 5.195e-07 9.374e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.877e-06 -1.901e-06
4.8725904154e-01 1.5518e+01 5.260e-07 9.500e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.877e-06 -1.901e-06
4.8725904154e-01 1.5679e+01 5.308e-07 9.576e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.877e-06 -1.901e-06
4.8725904154e-01 1.5839e+01 5.363e-07 9.663e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.877e-06 -1.902e-06
4.8725904154e-01 1.6000e+01 5.420e-07 9.768e-07 3.274e+00 2.761e-19 2.384e-01 -7.561e+18 1.876e-06 -1.902e-06
4.9637563919e-01 1.0000e-01 2.214e-09 8.187e-09 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.008e-06 -2.008e-06
4.9637563919e-01 2.6061e-01 4.328e-09 1.430e-08 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.008e-06 -2.008e-06
4.9637563919e-01 4.2121e-01 6.803e-09 2.149e-08 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.008e-06 -2.008e-06
4.9637563919e-01 5.8182e-01 9.274e-09 2.761e-08 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.007e-06 -2.008e-06
4.9637563919e-01 7.4242e-01 1.187e-08 3.337e-08 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.007e-06 -2.009e-06
4.9637563919e-01 9.0303e-01 1.509e-08 4.134e-08 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.007e-06 -2.009e-06
4.9637563919e-01 1.0636e+00 1.860e-08 4.990e-08 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.007e-06 -2.009e-06
4.9637563919e-01 1.2242e+00 2.234e-08 5.850e-08 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.007e-06 -2.009e-06
4.9637563919e-01 1.3848e+00 2.660e-08 6.881e-08 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.007e-06 -2.009e-06
4.9637563919e-01 1.5455e+00 3.104e-08 7.933e-08 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.007e-06 -2.009e-06
4.9637563919e-01 1.7061e+00 3.529e-08 8.704e-08 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.006e-06 -2.009e-06
4.9637563919e-01 1.8667e+00 3.980e-08 9.626e-08 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.006e-06 -2.010e-06
4.9637563919e-01 2.0273e+00 4.478e-08 1.068e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.006e-06 -2.010e-06
4.9637563919e-01 2.1879e+00 4.991e-08 1.167e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.006e-06 -2.010e-06
4.9637563919e-01 2.3485e+00 5.549e-08 1.279e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.006e-06 -2.010e-06
4.9637563919e-01 2.5091e+00 6.173e-08 1.410e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.006e-06 -2.010e-06
4.9637563919e-01 2.6697e+00 6.668e-08 1.492e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.006e-06 -2.010e-06
4.9637563919e-01 2.8303e+00 7.211e-08 1.588e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.005e-06 -2.010e-06
4.9637563919e-01 2.9909e+00 7.815e-08 1.705e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.005e-06 -2.011e-06
4.9637563919e-01 3.1515e+00 8.405e-08 1.807e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.005e-06 -2.011e-06
4.9637563919e-01 3.3121e+00 9.031e-08 1.920e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.005e-06 -2.011e-06
4.9637563919e-01 3.4727e+00 9.722e-08 2.055e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.005e-06 -2.011e-06
4.9637563919e-01 3.6333e+00 1.030e-07 2.150e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.005e-06 -2.011e-06
4.9637563919e-01 3.7939e+00 1.088e-07 2.248e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.005e-06 -2.011e-06
4.9637563919e-01 3.9545e+00 1.151e-07 2.364e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.004e-06 -2.011e-06
4.9637563919e-01 4.1152e+00 1.214e-07 2.467e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.004e-06 -2.011e-06
4.9637563919e-01 4.2758e+00 1.279e-07 2.580e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.004e-06 -2.012e-06
4.9637563919e-01 4.4364e+00 1.350e-07 2.712e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.004e-06 -2.012e-06
4.9637563919e-01 4.5970e+00 1.415e-07 2.822e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.004e-06 -2.012e-06
4.9637563919e-01 4.7576e+00 1.474e-07 2.920e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.004e-06 -2.012e-06
4.9637563919e-01 4.9182e+00 1.537e-07 3.030e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.004e-06 -2.012e-06
4.9637563919e-01 5.0788e+00 1.600e-07 3.137e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.003e-06 -2.012e-06
4.9637563919e-01 5.2394e+00 1.668e-07 3.250e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.003e-06 -2.012e-06
4.9637563919e-01 5.4000e+00 1.738e-07 3.378e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.003e-06 -2.013e-06
4.9637563919e-01 5.5606e+00 1.803e-07 3.498e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.003e-06 -2.013e-06
4.9637563919e-01 5.7212e+00 1.866e-07 3.597e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.003e-06 -2.013e-06
4.9637563919e-01 5.8818e+00 1.928e-07 3.703e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.003e-06 -2.013e-06
4.9637563919e-01 6.0424e+00 1.992e-07 3.813e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.003e-06 -2.013e-06
4.9637563919e-01 6.2030e+00 2.059e-07 3.923e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.003e-06 -2.013e-06
4.9637563919e-01 6.3636e+00 2.127e-07 4.047e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.002e-06 -2.013e-06
4.9637563919e-01 6.5242e+00 2.200e-07 4.182e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.002e-06 -2.014e-06
4.9637563919e-01 6.6848e+00 2.259e-07 4.276e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.002e-06 -2.014e-06
4.9637563919e-01 6.8455e+00 2.320e-07 4.378e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.002e-06 -2.014e-06
4.9637563919e-01 7.0061e+00 2.386e-07 4.493e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.002e-06 -2.014e-06
4.9637563919e-01 7.1667e+00 2.450e-07 4.598e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.002e-06 -2.014e-06
4.9637563919e-01 7.3273e+00 2.517e-07 4.718e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.002e-06 -2.014e-06
4.9637563919e-01 7.4879e+00 2.591e-07 4.857e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.001e-06 -2.014e-06
4.9637563919e-01 7.6485e+00 2.650e-07 4.956e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.001e-06 -2.015e-06
4.9637563919e-01 7.8091e+00 2.711e-07 5.055e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.001e-06 -2.015e-06
4.9637563919e-01 7.9697e+00 2.774e-07 5.165e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.001e-06 -2.015e-06
4.9637563919e-01 8.1303e+00 2.839e-07 5.274e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.001e-06 -2.015e-06
4.9637563919e-01 8.2909e+00 2.905e-07 5.390e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.001e-06 -2.015e-06
4.9637563919e-01 8.4515e+00 2.977e-07 5.524e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.001e-06 -2.015e-06
4.9637563919e-01 8.6121e+00 3.040e-07 5.636e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.000e-06 -2.015e-06
4.9637563919e-01 8.7727e+00 3.100e-07 5.733e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.000e-06 -2.016e-06
4.9637563919e-01 8.9333e+00 3.162e-07 5.839e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.000e-06 -2.016e-06
4.9637563919e-01 9.0939e+00 3.226e-07 5.950e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.000e-06 -2.016e-06
4.9637563919e-01 9.2545e+00 3.292e-07 6.064e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.000e-06 -2.016e-06
4.9637563919e-01 9.4152e+00 3.362e-07 6.193e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.000e-06 -2.016e-06
4.9637563919e-01 9.5758e+00 3.426e-07 6.313e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 2.000e-06 -2.016e-06
4.9637563919e-01 9.7364e+00 3.488e-07 6.412e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.999e-06 -2.016e-06
4.9637563919e-01 9.8970e+00 3.549e-07 6.514e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.999e-06 -2.017e-06
4.9637563919e-01 1.0058e+01 3.610e-07 6.625e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.999e-06 -2.017e-06
4.9637563919e-01 1.0218e+01 3.678e-07 6.738e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.999e-06 -2.017e-06
4.9637563919e-01 1.0379e+01 3.746e-07 6.863e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.999e-06 -2.017e-06
4.9637563919e-01 1.0539e+01 3.814e-07 6.995e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.999e-06 -2.017e-06
4.9637563919e-01 1.0700e+01 3.875e-07 7.092e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.999e-06 -2.017e-06
4.9637563919e-01 1.0861e+01 3.935e-07 7.190e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.998e-06 -2.017e-06
4.9637563919e-01 1.1021e+01 3.998e-07 7.306e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.998e-06 -2.018e-06
4.9637563919e-01 1.1182e+01 4.063e-07 7.414e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.998e-06 -2.018e-06
4.9637563919e-01 1.1342e+01 4.130e-07 7.534e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.998e-06 -2.018e-06
4.9637563919e-01 1.1503e+01 4.204e-07 7.679e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.998e-06 -2.018e-06
4.9637563919e-01 1.1664e+01 4.261e-07 7.773e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.998e-06 -2.018e-06
4.9637563919e-01 1.1824e+01 4.320e-07 7.867e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.998e-06 -2.018e-06
4.9637563919e-01 1.1985e+01 4.384e-07 7.982e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.997e-06 -2.018e-06
4.9637563919e-01 1.2145e+01 4.447e-07 8.091e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.997e-06 -2.018e-06
4.9637563919e-01 1.2306e+01 4.513e-07 8.206e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.997e-06 -2.019e-06
4.9637563919e-01 1.2467e+01 4.585e-07 8.345e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.997e-06 -2.019e-06
4.9637563919e-01 1.2627e+01 4.646e-07 8.453e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.997e-06 -2.019e-06
4.9637563919e-01 1.2788e+01 4.705e-07 8.545e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.997e-06 -2.019e-06
4.9637563919e-01 1.2948e+01 4.767e-07 8.655e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.997e-06 -2.019e-06
4.9637563919e-01 1.3109e+01 4.831e-07 8.766e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.996e-06 -2.019e-06
4.9637563919e-01 1.3270e+01 4.896e-07 8.878e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.996e-06 -2.019e-06
4.9637563919e-01 1.3430e+01 4.966e-07 9.012e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.996e-06 -2.020e-06
4.9637563919e-01 1.3591e+01 5.030e-07 9.131e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.996e-06 -2.020e-06
4.9637563919e-01 1.3752e+01 5.089e-07 9.222e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.996e-06 -2.020e-06
4.9637563919e-01 1.3912e+01 5.150e-07 9.328e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.996e-06 -2.020e-06
4.9637563919e-01 1.4073e+01 5.210e-07 9.438e-07 3.480e+00 2.873e-19 2.581e-01 -7.120e+18 1.996e-06 -2.020e-06
